GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,CountryYear,Comments
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,EUR,Europe,,ARM,Armenia,,AGE25-PLUS,25+,,MLE,Male,,133.9 [127.4-140.3],133.9,127.4,140.3,Armenia1998,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1999,1999,,EUR,Europe,,ARM,Armenia,,AGE25-PLUS,25+,,MLE,Male,,133.9 [127.7-140.1],133.9,127.7,140.1,Armenia1999,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,EUR,Europe,,ARM,Armenia,,AGE25-PLUS,25+,,MLE,Male,,134.0 [128.1-139.9],134,128.1,139.9,Armenia2000,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,EUR,Europe,,ARM,Armenia,,AGE25-PLUS,25+,,MLE,Male,,135.3 [130.3-140.2],135.3,130.3,140.2,Armenia2005,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,EUR,Europe,,ARM,Armenia,,AGE25-PLUS,25+,,MLE,Male,,135.6 [130.4-140.7],135.6,130.4,140.7,Armenia2006,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,EUR,Europe,,ARM,Armenia,,AGE25-PLUS,25+,,MLE,Male,,135.8 [130.3-141.4],135.8,130.3,141.4,Armenia2007,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,EUR,Europe,,ARM,Armenia,,AGE25-PLUS,25+,,MLE,Male,,136.0 [129.9-142.1],136,129.9,142.1,Armenia2008,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,WPR,Western Pacific,,AUS,Australia,,AGE25-PLUS,25+,,MLE,Male,,134.1 [129.6-138.5],134.1,129.6,138.5,Australia1983,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1984,1984,,WPR,Western Pacific,,AUS,Australia,,AGE25-PLUS,25+,,MLE,Male,,133.9 [129.8-137.9],133.9,129.8,137.9,Australia1984,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1985,1985,,WPR,Western Pacific,,AUS,Australia,,AGE25-PLUS,25+,,MLE,Male,,133.7 [130.0-137.4],133.7,130,137.4,Australia1985,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,WPR,Western Pacific,,AUS,Australia,,AGE25-PLUS,25+,,MLE,Male,,133.5 [130.1-137.0],133.5,130.1,137,Australia1986,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1992,1992,,WPR,Western Pacific,,AUS,Australia,,AGE25-PLUS,25+,,MLE,Male,,133.2 [130.5-135.9],133.2,130.5,135.9,Australia1992,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1993,1993,,WPR,Western Pacific,,AUS,Australia,,AGE25-PLUS,25+,,MLE,Male,,133.1 [130.5-135.8],133.1,130.5,135.8,Australia1993,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1994,1994,,WPR,Western Pacific,,AUS,Australia,,AGE25-PLUS,25+,,MLE,Male,,133.0 [130.4-135.7],133,130.4,135.7,Australia1994,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1995,1995,,WPR,Western Pacific,,AUS,Australia,,AGE25-PLUS,25+,,MLE,Male,,132.9 [130.3-135.6],132.9,130.3,135.6,Australia1995,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,AUS,Australia,,AGE25-PLUS,25+,,MLE,Male,,131.7 [128.9-134.7],131.7,128.9,134.7,Australia2000,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,AUS,Australia,,AGE25-PLUS,25+,,MLE,Male,,131.4 [128.5-134.4],131.4,128.5,134.4,Australia2001,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,AUS,Australia,,AGE25-PLUS,25+,,MLE,Male,,131.0 [128.0-134.1],131,128,134.1,Australia2002,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,AUS,Australia,,AGE25-PLUS,25+,,MLE,Male,,130.6 [127.4-133.9],130.6,127.4,133.9,Australia2003,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,AUS,Australia,,AGE25-PLUS,25+,,MLE,Male,,128.8 [122.6-134.4],128.8,122.6,134.4,Australia2008,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2009,2009,,EUR,Europe,,ALB,Albania,,AGE25-PLUS,25+,,MLE,Male,,134.2 [125.7-142.5],134.2,125.7,142.5,Albania2009,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,EUR,Europe,,AUT,Austria,,AGE25-PLUS,25+,,MLE,Male,,140.6 [131.8-149.5],140.6,131.8,149.5,Austria1980,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,EUR,Europe,,AUT,Austria,,AGE25-PLUS,25+,,MLE,Male,,140.0 [132.0-148.1],140,132,148.1,Austria1981,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1987,1987,,EUR,Europe,,AUT,Austria,,AGE25-PLUS,25+,,MLE,Male,,137.2 [130.6-143.5],137.2,130.6,143.5,Austria1987,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,EUR,Europe,,AUT,Austria,,AGE25-PLUS,25+,,MLE,Male,,136.9 [130.3-143.4],136.9,130.3,143.4,Austria1988,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1989,1989,,EUR,Europe,,AUT,Austria,,AGE25-PLUS,25+,,MLE,Male,,136.7 [130.1-143.3],136.7,130.1,143.3,Austria1989,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1990,1990,,EUR,Europe,,AUT,Austria,,AGE25-PLUS,25+,,MLE,Male,,136.4 [129.8-143.2],136.4,129.8,143.2,Austria1990,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1995,1995,,EUR,Europe,,AUT,Austria,,AGE25-PLUS,25+,,MLE,Male,,135.2 [128.2-142.2],135.2,128.2,142.2,Austria1995,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1996,1996,,EUR,Europe,,AUT,Austria,,AGE25-PLUS,25+,,MLE,Male,,134.9 [128.0-142.0],134.9,128,142,Austria1996,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1997,1997,,EUR,Europe,,AUT,Austria,,AGE25-PLUS,25+,,MLE,Male,,134.8 [127.9-141.8],134.8,127.9,141.8,Austria1997,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,EUR,Europe,,AUT,Austria,,AGE25-PLUS,25+,,MLE,Male,,134.5 [127.7-141.5],134.5,127.7,141.5,Austria1998,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,EUR,Europe,,AUT,Austria,,AGE25-PLUS,25+,,MLE,Male,,133.7 [127.2-140.2],133.7,127.2,140.2,Austria2003,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2004,2004,,EUR,Europe,,AUT,Austria,,AGE25-PLUS,25+,,MLE,Male,,133.5 [127.0-140.2],133.5,127,140.2,Austria2004,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,EUR,Europe,,AUT,Austria,,AGE25-PLUS,25+,,MLE,Male,,133.4 [126.8-140.2],133.4,126.8,140.2,Austria2005,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,EUR,Europe,,AUT,Austria,,AGE25-PLUS,25+,,MLE,Male,,133.3 [126.4-140.3],133.3,126.4,140.3,Austria2006,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,EUR,Europe,,AUT,Austria,,AGE25-PLUS,25+,,MLE,Male,,133.2 [126.0-140.4],133.2,126,140.4,Austria2007,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1982,1982,,EUR,Europe,,AZE,Azerbaijan,,AGE25-PLUS,25+,,MLE,Male,,134.0 [126.2-141.9],134,126.2,141.9,Azerbaijan1982,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,EUR,Europe,,AZE,Azerbaijan,,AGE25-PLUS,25+,,MLE,Male,,134.0 [126.7-141.3],134,126.7,141.3,Azerbaijan1983,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1984,1984,,EUR,Europe,,AZE,Azerbaijan,,AGE25-PLUS,25+,,MLE,Male,,134.0 [127.1-140.9],134,127.1,140.9,Azerbaijan1984,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1985,1985,,EUR,Europe,,AZE,Azerbaijan,,AGE25-PLUS,25+,,MLE,Male,,133.8 [127.2-140.5],133.8,127.2,140.5,Azerbaijan1985,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1990,1990,,EUR,Europe,,AZE,Azerbaijan,,AGE25-PLUS,25+,,MLE,Male,,132.9 [126.2-139.5],132.9,126.2,139.5,Azerbaijan1990,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,EUR,Europe,,AZE,Azerbaijan,,AGE25-PLUS,25+,,MLE,Male,,132.6 [125.9-139.4],132.6,125.9,139.4,Azerbaijan1991,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1992,1992,,EUR,Europe,,AZE,Azerbaijan,,AGE25-PLUS,25+,,MLE,Male,,132.3 [125.4-139.1],132.3,125.4,139.1,Azerbaijan1992,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1993,1993,,EUR,Europe,,AZE,Azerbaijan,,AGE25-PLUS,25+,,MLE,Male,,131.8 [125.0-138.7],131.8,125,138.7,Azerbaijan1993,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,EUR,Europe,,AZE,Azerbaijan,,AGE25-PLUS,25+,,MLE,Male,,130.2 [123.9-136.5],130.2,123.9,136.5,Azerbaijan1998,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1999,1999,,EUR,Europe,,AZE,Azerbaijan,,AGE25-PLUS,25+,,MLE,Male,,130.1 [124.0-136.2],130.1,124,136.2,Azerbaijan1999,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,EUR,Europe,,AZE,Azerbaijan,,AGE25-PLUS,25+,,MLE,Male,,130.1 [124.3-135.9],130.1,124.3,135.9,Azerbaijan2000,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2001,2001,,EUR,Europe,,AZE,Azerbaijan,,AGE25-PLUS,25+,,MLE,Male,,130.1 [124.7-135.6],130.1,124.7,135.6,Azerbaijan2001,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2002,2002,,EUR,Europe,,AZE,Azerbaijan,,AGE25-PLUS,25+,,MLE,Male,,130.2 [125.2-135.4],130.2,125.2,135.4,Azerbaijan2002,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,EUR,Europe,,AZE,Azerbaijan,,AGE25-PLUS,25+,,MLE,Male,,131.2 [126.3-135.9],131.2,126.3,135.9,Azerbaijan2007,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,EUR,Europe,,AZE,Azerbaijan,,AGE25-PLUS,25+,,MLE,Male,,131.4 [126.1-136.7],131.4,126.1,136.7,Azerbaijan2008,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2009,2009,,EUR,Europe,,ALB,Albania,,AGE25-PLUS,25+,,FMLE,Female,,130.0 [121.3-139.1],130,121.3,139.1,Albania2009,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,AMR,Americas,,BHS,Bahamas,,AGE25-PLUS,25+,,MLE,Male,,134.6 [123.6-145.4],134.6,123.6,145.4,Bahamas1980,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1985,1985,,AMR,Americas,,BHS,Bahamas,,AGE25-PLUS,25+,,MLE,Male,,133.1 [125.1-141.0],133.1,125.1,141,Bahamas1985,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,AMR,Americas,,BHS,Bahamas,,AGE25-PLUS,25+,,MLE,Male,,132.8 [125.0-140.6],132.8,125,140.6,Bahamas1986,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1987,1987,,AMR,Americas,,BHS,Bahamas,,AGE25-PLUS,25+,,MLE,Male,,132.5 [124.8-140.1],132.5,124.8,140.1,Bahamas1987,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,AMR,Americas,,BHS,Bahamas,,AGE25-PLUS,25+,,MLE,Male,,132.2 [124.6-139.7],132.2,124.6,139.7,Bahamas1988,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1994,1994,,AMR,Americas,,BHS,Bahamas,,AGE25-PLUS,25+,,MLE,Male,,130.5 [122.8-138.1],130.5,122.8,138.1,Bahamas1994,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1995,1995,,AMR,Americas,,BHS,Bahamas,,AGE25-PLUS,25+,,MLE,Male,,130.2 [122.5-137.8],130.2,122.5,137.8,Bahamas1995,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1996,1996,,AMR,Americas,,BHS,Bahamas,,AGE25-PLUS,25+,,MLE,Male,,130.0 [122.3-137.6],130,122.3,137.6,Bahamas1996,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1997,1997,,AMR,Americas,,BHS,Bahamas,,AGE25-PLUS,25+,,MLE,Male,,129.9 [122.2-137.4],129.9,122.2,137.4,Bahamas1997,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2002,2002,,AMR,Americas,,BHS,Bahamas,,AGE25-PLUS,25+,,MLE,Male,,130.2 [123.1-137.5],130.2,123.1,137.5,Bahamas2002,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,AMR,Americas,,BHS,Bahamas,,AGE25-PLUS,25+,,MLE,Male,,130.4 [123.5-137.6],130.4,123.5,137.6,Bahamas2003,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2004,2004,,AMR,Americas,,BHS,Bahamas,,AGE25-PLUS,25+,,MLE,Male,,130.7 [123.7-137.7],130.7,123.7,137.7,Bahamas2004,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,AMR,Americas,,BHS,Bahamas,,AGE25-PLUS,25+,,MLE,Male,,131.0 [123.7-137.9],131,123.7,137.9,Bahamas2005,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,EMR,Eastern Mediterranean,,BHR,Bahrain,,AGE25-PLUS,25+,,MLE,Male,,131.3 [121.9-140.6],131.3,121.9,140.6,Bahrain1980,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,EMR,Eastern Mediterranean,,BHR,Bahrain,,AGE25-PLUS,25+,,MLE,Male,,130.9 [122.4-139.4],130.9,122.4,139.4,Bahrain1981,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1982,1982,,EMR,Eastern Mediterranean,,BHR,Bahrain,,AGE25-PLUS,25+,,MLE,Male,,130.6 [122.7-138.5],130.6,122.7,138.5,Bahrain1982,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,EMR,Eastern Mediterranean,,BHR,Bahrain,,AGE25-PLUS,25+,,MLE,Male,,130.2 [122.9-137.4],130.2,122.9,137.4,Bahrain1983,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1989,1989,,EMR,Eastern Mediterranean,,BHR,Bahrain,,AGE25-PLUS,25+,,MLE,Male,,128.5 [123.4-133.8],128.5,123.4,133.8,Bahrain1989,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1990,1990,,EMR,Eastern Mediterranean,,BHR,Bahrain,,AGE25-PLUS,25+,,MLE,Male,,128.3 [123.3-133.4],128.3,123.3,133.4,Bahrain1990,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,EMR,Eastern Mediterranean,,BHR,Bahrain,,AGE25-PLUS,25+,,MLE,Male,,128.2 [123.2-133.2],128.2,123.2,133.2,Bahrain1991,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1992,1992,,EMR,Eastern Mediterranean,,BHR,Bahrain,,AGE25-PLUS,25+,,MLE,Male,,128.1 [123.2-132.9],128.1,123.2,132.9,Bahrain1992,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1997,1997,,EMR,Eastern Mediterranean,,BHR,Bahrain,,AGE25-PLUS,25+,,MLE,Male,,127.6 [122.9-132.2],127.6,122.9,132.2,Bahrain1997,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,EMR,Eastern Mediterranean,,BHR,Bahrain,,AGE25-PLUS,25+,,MLE,Male,,127.6 [122.8-132.2],127.6,122.8,132.2,Bahrain1998,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1999,1999,,EMR,Eastern Mediterranean,,BHR,Bahrain,,AGE25-PLUS,25+,,MLE,Male,,127.6 [122.8-132.2],127.6,122.8,132.2,Bahrain1999,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,BHR,Bahrain,,AGE25-PLUS,25+,,MLE,Male,,127.6 [122.8-132.4],127.6,122.8,132.4,Bahrain2000,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,EMR,Eastern Mediterranean,,BHR,Bahrain,,AGE25-PLUS,25+,,MLE,Male,,128.1 [122.6-133.5],128.1,122.6,133.5,Bahrain2005,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,EMR,Eastern Mediterranean,,BHR,Bahrain,,AGE25-PLUS,25+,,MLE,Male,,128.1 [122.4-133.9],128.1,122.4,133.9,Bahrain2006,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,EMR,Eastern Mediterranean,,BHR,Bahrain,,AGE25-PLUS,25+,,MLE,Male,,128.3 [122.2-134.4],128.3,122.2,134.4,Bahrain2007,
