Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
Population (Total),SP.POP.TOTL,Sudan,SDN,27729798,28434810,29186427,29973979,30778572,31585871,32397535,33218250,34040065,34853178,35652002,36430923,37195349
Population (Total),SP.POP.TOTL,Suriname,SUR,466668,473312,480099,486867,493394,499523,505186,510433,515372,520173,524960,529761,534541
Population (Total),SP.POP.TOTL,Swaziland,SWZ,1063715,1074761,1082183,1087929,1094758,1104642,1118253,1134977,1153929,1173678,1193148,1212159,1230985
Population (Total),SP.POP.TOTL,Sweden,SWE,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374
Population (Total),SP.POP.TOTL,Switzerland,CHE,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861
Population (Total),SP.POP.TOTL,Syrian Arab Republic,SYR,16371208,16700984,16994676,17298476,17676012,18167367,18804914,19561477,20346056,21031546,21532647,21961676,22399254
Population (Total),SP.POP.TOTL,Tajikistan,TJK,6186152,6289340,6404118,6529609,6663929,6805655,6954522,7111025,7275252,7447396,7627326,7814850,8008990
Population (Total),SP.POP.TOTL,Tanzania,TZA,34020512,34895398,35806497,36760831,37765139,38824384,39942347,41119693,42353790,43639752,44973330,46354607,47783107
Population (Total),SP.POP.TOTL,Thailand,THA,62343379,63069070,63797841,64488338,65087400,65559487,65883961,66076927,66185340,66277335,66402316,66576332,66785001
Population (Total),SP.POP.TOTL,Timor-Leste,TMP,853585,871353,899367,933369,966987,982889,999053,1015482,1032182,1049156,1066409,1120392,1148958
Population (Total),SP.POP.TOTL,Togo,TGO,4864753,4992225,5123674,5258956,5397851,5540214,5685845,5834806,5987491,6144457,6306014,6472304,6642928
Population (Total),SP.POP.TOTL,Tonga,TON,97962,98504,99083,99691,100319,100960,101617,102289,102947,103557,104098,104554,104941
Population (Total),SP.POP.TOTL,Trinidad and Tobago,TTO,1267980,1272347,1277723,1283868,1290379,1296933,1303478,1310040,1316449,1322518,1328095,1333082,1337439
Population (Total),SP.POP.TOTL,Tunisia,TUN,9563500,9673600,9781900,9839800,9932400,10029000,10127900,10225100,10328900,10439600,10549100,10673800,10777500
Population (Total),SP.POP.TOTL,Turkey,TUR,63174483,64100297,65022300,65938265,66845635,67743052,68626337,69496513,70363511,71241080,72137546,73058638,73997128
Population (Total),SP.POP.TOTL,Turkmenistan,TKM,4501419,4551762,4600171,4648037,4696876,4747839,4801595,4858236,4917543,4978962,5041995,5106668,5172931
Population (Total),SP.POP.TOTL,Turks and Caicos Islands,TCA,18876,20186,21740,23412,25025,26450,27642,28638,29481,30247,30993,31726,32427
Population (Total),SP.POP.TOTL,Tuvalu,TUV,9419,9471,9530,9590,9646,9694,9732,9764,9788,9808,9827,9844,9860
Population (Total),SP.POP.TOTL,Uganda,UGA,24275641,25088033,25943441,26838428,27766986,28724869,29711397,30728747,31778799,32864328,33987213,35148064,36345860
Population (Total),SP.POP.TOTL,Ukraine,UKR,49175848,48683865,48202500,47812950,47451600,47105150,46787750,46509350,46258200,46053300,45870700,45706100,45593300
Population (Total),SP.POP.TOTL,United Arab Emirates,ARE,3026352,3132104,3223969,3369254,3658658,4148883,4875639,5797347,6798635,7718319,8441537,8925096,9205651
Population (Total),SP.POP.TOTL,United Kingdom,GBR,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258918,63695687
Population (Total),SP.POP.TOTL,United States,USA,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309326295,311582564,313873685
Population (Total),SP.POP.TOTL,Uruguay,URY,3320841,3326762,3327500,3325411,3323822,3325155,3330217,3338384,3348898,3360431,3371982,3383486,3395253
Population (Total),SP.POP.TOTL,Uzbekistan,UZB,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500
Population (Total),SP.POP.TOTL,Vanuatu,VUT,185058,189285,193950,198952,204135,209375,214654,220001,225398,230833,236299,241778,247262
Population (Total),SP.POP.TOTL,"Venezuela, RB",VEN,24407553,24870441,25333622,25797219,26261326,26725897,27190882,27655937,28120312,28583040,29043283,29500625,29954782
Population (Total),SP.POP.TOTL,Vietnam,VNM,77630900,78621000,79538700,80468400,81437700,82393500,83313000,84221100,85122300,86025000,86932500,87840000,88772900
Population (Total),SP.POP.TOTL,Virgin Islands (U.S.),VIR,108639,108386,108208,108085,107950,107863,107700,107423,107091,106707,106267,105784,105275
Population (Total),SP.POP.TOTL,West Bank and Gaza,WBG,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3596688,3702218,3811102,3927051,4046901
Population (Total),SP.POP.TOTL,"Yemen, Rep.",YEM,17522537,18029989,18551068,19081306,19612696,20139661,20661714,21182162,21703571,22229625,22763008,23304206,23852409
Population (Total),SP.POP.TOTL,Zambia,ZMB,10100981,10362137,10625423,10894519,11174650,11470022,11781612,12109620,12456527,12825031,13216985,13633796,14075099
Population (Total),SP.POP.TOTL,Zimbabwe,ZWE,12503652,12586763,12640922,12673103,12693047,12710589,12724308,12740160,12784041,12888918,13076978,13358738,13724317
Population (Total),SP.POP.TOTL,Arab World,ARB,277561423,283493089,289680968,296095945,302824676,309824383,317125787,324693498,332424892,340149038,347737036,355137048,362466629
Population (Total),SP.POP.TOTL,Caribbean small states,CSS,6431380,6478705,6521269,6564985,6609643,6654820,6700409,6746333,6792178,6837418,6881636,6924204,6964458
Population (Total),SP.POP.TOTL,East Asia & Pacific (all income levels),EAS,2043379556,2061910900,2079495780,2096269504,2112499255,2128481380,2144153798,2159167584,2174374835,2189129543,2203685985,2218906725,2233723905
Population (Total),SP.POP.TOTL,East Asia & Pacific (developing only),EAP,1812175348,1829456590,1845962610,1861857314,1877361349,1892684836,1907490038,1921725408,1935791039,1949702239,1963520100,1977437756,1991555125
Population (Total),SP.POP.TOTL,Euro area,EMU,317608111,319071777,320764845,322563172,324408656,326165307,327760412,329529430,331192163,332288345,333124071,333945754,333228712
Population (Total),SP.POP.TOTL,Europe & Central Asia (all income levels),ECS,862094365,863600591,865379128,867576140,869932238,872520472,875178204,878169784,881653886,885228500,889190973,893458421,895364677
Population (Total),SP.POP.TOTL,Europe & Central Asia (developing only),ECA,256285094,256674673,257010286,257792979,258734006,259776294,260908703,261815256,262990208,264737616,266666626,268636226,270395971
Population (Total),SP.POP.TOTL,European Union,EUU,487975692,489161520,490504132,492340768,494330068,496303356,498179240,500032205,501924141,503408338,504631894,506031022,505640311
Population (Total),SP.POP.TOTL,Heavily indebted poor countries (HIPC),HPC,472726491,485905201,499547326,513621158,528066010,542837993,557936978,573385048,589184942,605342064,621860240,638737676,655971763
Population (Total),SP.POP.TOTL,High income,HIC,1210722389,1217620409,1224650076,1231471834,1238504946,1245729415,1253347579,1261583270,1270490043,1278436600,1286180984,1294235716,1299489520
Population (Total),SP.POP.TOTL,High income: OECD,OEC,979054588,985176774,991331703,997436020,1003560191,1009610324,1015800688,1022174932,1028942850,1034853046,1040257146,1046188222,1049561526
Population (Total),SP.POP.TOTL,High income: nonOECD,NOC,231667801,232443635,233318373,234035814,234944755,236119091,237546891,239408338,241547193,243583554,245923838,248047494,249927994
Population (Total),SP.POP.TOTL,Latin America & Caribbean (all income levels),LCN,525299778,532840550,540217803,547443994,554534410,561502779,568336456,575047293,581691361,588333069,595022397,601761019,608545904
Population (Total),SP.POP.TOTL,Latin America & Caribbean (developing only),LAC,500304988,507634232,514805325,521830960,528725135,535502703,542156081,548693634,555165897,561638962,568158111,574744408,581379260
Population (Total),SP.POP.TOTL,Least developed countries: UN classification,LDC,663076857,679537030,696334710,713415311,730694477,748106719,765649069,783365551,801350734,819734200,838607768,858041634,877943413
Population (Total),SP.POP.TOTL,Low & middle income,LMY,4891279561,4962395348,5033154140,5103614254,5174012022,5244447400,5314612227,5384133283,5454156949,5525305404,5597331388,5670402311,5743616071
Population (Total),SP.POP.TOTL,Low income,LIC,636658396,651625175,666831547,682231310,697754397,713362256,729028598,744805505,760826912,777273782,794273025,811875040,830035274
Population (Total),SP.POP.TOTL,Lower middle income,LMC,2089438289,2124273947,2159443025,2194868737,2230512895,2266321152,2302340655,2338536660,2374987094,2411761473,2449001778,2486557941,2523370023
Population (Total),SP.POP.TOTL,Middle East & North Africa (all income levels),MEA,311791217,317805287,323928401,330179555,336707719,343510995,350621934,357997667,365551442,373173863,380656782,388001596,395316900
Population (Total),SP.POP.TOTL,Middle East & North Africa (developing only),MNA,276589220,281419375,286194319,290931916,295798207,300818779,306024448,311388401,316897374,322492145,328123176,333779559,339560601
Population (Total),SP.POP.TOTL,Middle income,MIC,4254621165,4310770173,4366322593,4421382944,4476257625,4531085144,4585583629,4639327778,4693330037,4748031622,4803058363,4858527271,4913580797
Population (Total),SP.POP.TOTL,North America,NAC,312993944,316113359,319050105,321847258,324864038,327892753,331014940,334184023,337405012,340465736,343396693,345989908,348692795
Population (Total),SP.POP.TOTL,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..
Population (Total),SP.POP.TOTL,OECD members,OED,1156313649,1164804524,1173236272,1181560149,1189894522,1198172267,1206615089,1215257044,1224312588,1232539528,1240281119,1248579820,1254326493
Population (Total),SP.POP.TOTL,Other small states,OSS,16222082,16510199,16800017,17090379,17380197,17657933,17943362,18232248,18531059,18836019,19152790,19511734,19858911
Population (Total),SP.POP.TOTL,Pacific island small states,PSS,1952589,1974075,1994790,2015471,2037106,2060378,2085616,2112600,2140772,2169285,2197519,2225298,2252782
Population (Total),SP.POP.TOTL,Small states,SST,24606051,24962979,25316076,25670835,26026946,26373131,26729387,27091181,27464009,27842722,28231945,28661236,29076151
Population (Total),SP.POP.TOTL,South Asia,SAS,1382195669,1405746086,1429513552,1453111368,1476314527,1498995049,1521155564,1542806515,1564144995,1585462500,1606838890,1628377343,1649249388
Population (Total),SP.POP.TOTL,Sub-Saharan Africa (all income levels),SSF,664247421,681998984,700219447,718658269,737664781,757273387,777498910,798343687,819825461,841948793,864720652,888143015,912212022
Population (Total),SP.POP.TOTL,Sub-Saharan Africa (developing only),SSA,663729242,681464392,699668048,718089717,737078798,756669739,776877393,797704069,819167436,841271942,864024485,887427019,911475726
Population (Total),SP.POP.TOTL,Upper middle income,UMC,2165182876,2186496226,2206879568,2226514207,2245744730,2264763992,2283242974,2300791118,2318342943,2336270149,2354056585,2371969330,2390210774
Population (Total),SP.POP.TOTL,World,WLD,6102001950,6180015757,6257804216,6335086088,6412516968,6490176815,6567959806,6645716553,6724646992,6803742004,6883512372,6964638027,7043105591
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Afghanistan,AFG,49.4642791748047,49.5419120788574,49.5231285095215,49.4480972290039,49.3682060241699,49.3094902038574,49.2795448303223,49.2496757507324,49.1667556762695,48.9645004272461,48.602897644043,48.0777740478516,47.4154357910156
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Albania,ALB,30.3409614562988,29.6951332092285,28.958179473877,28.1573505401611,27.3355770111084,26.5279579162598,25.7543067932129,25.0120811462402,24.2896175384521,23.5654201507568,22.828010559082,22.0759620666504,21.3295478820801
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Algeria,DZA,34.1976051330566,32.984203338623,31.8039798736572,30.6965560913086,29.7089519500732,28.8762016296387,28.2080612182617,27.7005596160889,27.3544063568115,27.1645336151123,27.1200714111328,27.2112770080566,27.4187088012695
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Andorra,ADO,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Angola,AGO,47.6334037780762,47.6546974182129,47.679386138916,47.7079963684082,47.7412109375,47.7774314880371,47.8161506652832,47.8513603210449,47.8704109191895,47.8585968017578,47.8066139221191,47.7131690979004,47.5817985534668
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Antigua and Barbuda,ATG,29.2190399169922,29.1229801177979,28.9966259002686,28.8304653167725,28.6118106842041,28.3279838562012,27.9811191558838,27.5791797637939,27.1356430053711,26.6836624145508,26.2331924438477,25.7918148040771,25.3578681945801
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Argentina,ARG,27.9246997833252,27.6319065093994,27.314489364624,26.9817428588867,26.6473236083984,26.3216991424561,26.0070323944092,25.7021980285645,25.4103527069092,25.1344051361084,24.8763313293457,24.6366271972656,24.4150524139404
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Armenia,ARM,25.8605213165283,24.9928436279297,24.1183948516846,23.2805519104004,22.5301189422607,21.9026927947998,21.4165191650391,21.0637741088867,20.8202686309814,20.6475467681885,20.5149593353271,20.413646697998,20.3449821472168
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Aruba,ABW,23.179027557373,22.8959884643555,22.5180263519287,22.1089515686035,21.7445468902588,21.4733428955078,21.3121089935303,21.2311916351318,21.1734294891357,21.0495185852051,20.8096694946289,20.434211730957,19.947452545166
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Australia,AUS,20.7414245605469,20.5555000305176,20.3631267547607,20.1648597717285,19.9615879058838,19.7565956115723,19.5489330291748,19.3450946807861,19.1634140014648,19.0253429412842,18.9433078765869,18.9199447631836,18.9462757110596
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Austria,AUT,17.0498294830322,16.8493957519531,16.6586456298828,16.4679927825928,16.2610950469971,16.0278739929199,15.7650728225708,15.4834356307983,15.203516960144,14.9531555175781,14.7522401809692,14.6075429916382,14.5132627487183
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Azerbaijan,AZE,31.0732097625732,30.1358680725098,29.1029644012451,28.0290870666504,26.9816265106201,26.0112857818604,25.1318702697754,24.3443241119385,23.666618347168,23.1140727996826,22.6934585571289,22.4079246520996,22.2464179992676
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,"Bahamas, The",BHS,29.275354385376,28.604808807373,27.8628273010254,27.0834922790527,26.3076915740967,25.5633754730225,24.8583221435547,24.1930255889893,23.5735206604004,23.005033493042,22.4913864135742,22.0298042297363,21.6219482421875
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Bahrain,BHR,30.8470478057861,30.5494537353516,30.1030254364014,29.3964958190918,28.3243846893311,26.9062938690186,25.1664905548096,23.3085975646973,21.6553554534912,20.4791450500488,19.8681907653809,19.8086433410645,20.1646347045898
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Bangladesh,BGD,36.976634979248,36.4246673583984,35.8830032348633,35.3501358032227,34.8228149414063,34.2978897094727,33.7754554748535,33.2547721862793,32.7315368652344,32.2016296386719,31.6638355255127,31.1198787689209,30.5736503601074
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Barbados,BRB,21.900520324707,21.658540725708,21.4021759033203,21.1361522674561,20.8636875152588,20.5893955230713,20.3129596710205,20.0374984741211,19.7717132568359,19.5282535552979,19.3166084289551,19.1388339996338,18.9925880432129
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Belarus,BLR,18.639778137207,17.9371566772461,17.2426376342773,16.5869331359863,16.0083789825439,15.5368175506592,15.1885185241699,14.9616165161133,14.8440618515015,14.812952041626,14.8484840393066,14.9463548660278,15.1042776107788
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Belgium,BEL,17.5586013793945,17.4602012634277,17.3640422821045,17.2698040008545,17.1763610839844,17.0839958190918,16.9912128448486,16.9018936157227,16.8276062011719,16.7828845977783,16.7765083312988,16.811372756958,16.881103515625
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Belize,BLZ,40.2131729125977,39.7380905151367,39.2805213928223,38.8328056335449,38.3806228637695,37.9148292541504,37.4392890930176,36.9575386047363,36.4677848815918,35.9668579101563,35.4548835754395,34.9307594299316,34.3998031616211
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Benin,BEN,45.4302864074707,45.3156127929688,45.1487617492676,44.9468727111816,44.731861114502,44.5177574157715,44.3055763244629,44.0904426574707,43.8721771240234,43.6495361328125,43.4212265014648,43.1885833740234,42.9510383605957
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Bhutan,BTN,40.5799598693848,39.3447608947754,37.9660949707031,36.5448112487793,35.1971092224121,33.9929618835449,32.9434394836426,32.0204887390137,31.2007789611816,30.4545364379883,29.7609691619873,29.1189403533936,28.5343379974365
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Bolivia,BOL,39.8152923583984,39.5697860717773,39.3077278137207,39.0195960998535,38.6928367614746,38.3210105895996,37.9015045166016,37.4433479309082,36.9656181335449,36.4933547973633,36.0442733764648,35.6253623962402,35.2325706481934
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Bosnia and Herzegovina,BIH,20.1607875823975,19.9468307495117,19.7037181854248,19.4371395111084,19.1646785736084,18.8997287750244,18.6490249633789,18.4002742767334,18.1286849975586,17.8007946014404,17.3960056304932,16.9049892425537,16.3460807800293
