"CC","Country","Year","Survey","Topic","Table","Indicator","By-Variable","Category","Characteristic","Precision","Value"
"GH","Ghana",2003,"2003 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"GH","Ghana",2003,"2003 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"GH","Ghana",2003,"2003 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"GH","Ghana",2003,"2003 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,22.5
"GH","Ghana",1998,"1998 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.4
"GH","Ghana",1998,"1998 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.4
"GH","Ghana",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"GH","Ghana",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"GH","Ghana",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"GH","Ghana",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"GH","Ghana",1998,"1998 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21.5
"GH","Ghana",1993,"1993 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.8
"GH","Ghana",1993,"1993 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"GH","Ghana",1993,"1993 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"GH","Ghana",1993,"1993 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"GH","Ghana",1993,"1993 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"GH","Ghana",1993,"1993 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21.4
"GH","Ghana",1988,"1988 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"GH","Ghana",1988,"1988 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"GH","Ghana",1988,"1988 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"GH","Ghana",1988,"1988 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"GH","Ghana",1988,"1988 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21.1
"GN","Guinea",2012,"2012 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.2
"GN","Guinea",2012,"2012 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.8
"GN","Guinea",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"GN","Guinea",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"GN","Guinea",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"GN","Guinea",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"GN","Guinea",2012,"2012 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,22
"GN","Guinea",2005,"2005 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97
"GN","Guinea",2005,"2005 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96
"GN","Guinea",2005,"2005 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"GN","Guinea",2005,"2005 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"GN","Guinea",2005,"2005 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"GN","Guinea",2005,"2005 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"GN","Guinea",2005,"2005 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,22.4
"GN","Guinea",1999,"1999 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.4
"GN","Guinea",1999,"1999 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,92.3
"GN","Guinea",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"GN","Guinea",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"GN","Guinea",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"GN","Guinea",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"GN","Guinea",1999,"1999 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,22.4
"KE","Kenya",2008,"2008-09 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97
"KE","Kenya",2008,"2008-09 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.1
"KE","Kenya",2008,"2008-09 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"KE","Kenya",2008,"2008-09 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"KE","Kenya",2008,"2008-09 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"KE","Kenya",2008,"2008-09 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"KE","Kenya",2008,"2008-09 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,20.5
"KE","Kenya",2003,"2003 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.8
"KE","Kenya",2003,"2003 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96.8
"KE","Kenya",2003,"2003 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"KE","Kenya",2003,"2003 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"KE","Kenya",2003,"2003 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"KE","Kenya",2003,"2003 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"KE","Kenya",2003,"2003 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,20.1
"KE","Kenya",1998,"1998 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.6
"KE","Kenya",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"KE","Kenya",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"KE","Kenya",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"KE","Kenya",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"KE","Kenya",1998,"1998 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,20.9
"KE","Kenya",1993,"1993 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.4
"KE","Kenya",1993,"1993 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.6
"KE","Kenya",1993,"1993 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"KE","Kenya",1993,"1993 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"KE","Kenya",1993,"1993 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"KE","Kenya",1993,"1993 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"KE","Kenya",1993,"1993 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21.1
"KE","Kenya",1989,"1989 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"KE","Kenya",1989,"1989 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"KE","Kenya",1989,"1989 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"KE","Kenya",1989,"1989 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"KE","Kenya",1989,"1989 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19.7
"LS","Lesotho",2009,"2009 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,92
"LS","Lesotho",2009,"2009 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,92.3
"LS","Lesotho",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"LS","Lesotho",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"LS","Lesotho",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"LS","Lesotho",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"LS","Lesotho",2009,"2009 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,17.4
"LS","Lesotho",2004,"2004 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.3
"LS","Lesotho",2004,"2004 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,94.7
"LS","Lesotho",2004,"2004 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"LS","Lesotho",2004,"2004 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"LS","Lesotho",2004,"2004 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"LS","Lesotho",2004,"2004 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"LS","Lesotho",2004,"2004 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21.4
"LB","Liberia",2007,"2007 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.2
"LB","Liberia",2007,"2007 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,94.7
"LB","Liberia",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"LB","Liberia",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"LB","Liberia",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"LB","Liberia",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"LB","Liberia",2007,"2007 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19.6
"LB","Liberia",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"LB","Liberia",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"LB","Liberia",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"LB","Liberia",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"LB","Liberia",1986,"1986 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,16.8
"MD","Madagascar",2008,"2008-09 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.4
"MD","Madagascar",2008,"2008-09 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98.2
"MD","Madagascar",2008,"2008-09 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"MD","Madagascar",2008,"2008-09 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"MD","Madagascar",2008,"2008-09 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"MD","Madagascar",2008,"2008-09 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"MD","Madagascar",2008,"2008-09 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21.9
"MD","Madagascar",2004,"2003-04 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.4
"MD","Madagascar",2004,"2003-04 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98.3
"MD","Madagascar",2004,"2003-04 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"MD","Madagascar",2004,"2003-04 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"MD","Madagascar",2004,"2003-04 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"MD","Madagascar",2004,"2003-04 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"MD","Madagascar",2004,"2003-04 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21.6
