GHO,PUBLISHSTATE,YEAR,REGION,COUNTRY,AGEGROUP,SEX,Display Value,Numeric,Low,High,order,Comments
NCD_BMI_MEAN,PUBLISHED,1980,AFR,TGO,AGE20-PLUS,MLE,20.9 [18.2-23.6],20.9,18.2,23.6,5278,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,TUN,AGE20-PLUS,MLE,22.1 [20.4-23.9],22.1,20.4,23.9,5298,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,SWZ,AGE20-PLUS,FMLE,26.1 [23.0-29.2],26.1,23,29.2,5319,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,SYR,AGE20-PLUS,FMLE,25.8 [23.1-28.4],25.8,23.1,28.4,5340,
NCD_BMI_MEAN,PUBLISHED,1980,SEAR,THA,AGE20-PLUS,FMLE,21.5 [19.6-23.3],21.5,19.6,23.3,5362,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,TON,AGE20-PLUS,FMLE,27.1 [23.9-30.3],27.1,23.9,30.3,5382,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,TUR,AGE20-PLUS,FMLE,26.0 [24.0-28.1],26,24,28.1,5403,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,UGA,AGE20-PLUS,FMLE,20.4 [18.2-22.6],20.4,18.2,22.6,5425,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,USA,AGE20-PLUS,FMLE,25.0 [24.3-25.7],25,24.3,25.7,5445,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,VUT,AGE20-PLUS,FMLE,22.9 [20.2-25.5],22.9,20.2,25.5,5466,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,YEM,AGE20-PLUS,FMLE,23.4 [20.0-27.0],23.4,20,27,5488,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,SMR,AGE20-PLUS,MLE,?,,,,5712,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,1980,AFR,UGA,AGE20-PLUS,MLE,21.3 [18.5-24.2],21.3,18.5,24.2,5739,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,USA,AGE20-PLUS,MLE,25.5 [24.9-25.9],25.5,24.9,25.9,5760,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,VUT,AGE20-PLUS,MLE,23.2 [21.1-25.5],23.2,21.1,25.5,5780,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,YEM,AGE20-PLUS,MLE,22.7 [20.1-25.4],22.7,20.1,25.4,5802,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,AFG,AGE20-PLUS,FMLE,20.5 [17.2-23.9],20.5,17.2,23.9,5823,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,AND,AGE20-PLUS,FMLE,25.6 [22.5-28.7],25.6,22.5,28.7,5844,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,ARG,AGE20-PLUS,FMLE,23.8 [22.1-25.6],23.8,22.1,25.6,5867,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,AUT,AGE20-PLUS,FMLE,23.9 [21.9-25.9],23.9,21.9,25.9,5887,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,BHR,AGE20-PLUS,FMLE,25.2 [22.9-27.4],25.2,22.9,27.4,5907,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,BLR,AGE20-PLUS,FMLE,26.3 [22.8-29.7],26.3,22.8,29.7,5929,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,KHM,AGE20-PLUS,FMLE,19.4 [16.9-21.9],19.4,16.9,21.9,6019,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,CPV,AGE20-PLUS,FMLE,20.8 [18.1-23.5],20.8,18.1,23.5,6041,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,CHL,AGE20-PLUS,FMLE,23.9 [20.7-26.9],23.9,20.7,26.9,6062,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,COM,AGE20-PLUS,FMLE,20.8 [18.5-23.1],20.8,18.5,23.1,6082,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,COK,AGE20-PLUS,FMLE,26.3 [23.0-29.5],26.3,23,29.5,6104,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,HRV,AGE20-PLUS,FMLE,25.2 [22.6-27.7],25.2,22.6,27.7,6125,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,ARE,AGE20-PLUS,MLE,24.9 [23.1-26.7],24.9,23.1,26.7,6139,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,UKR,AGE20-PLUS,MLE,24.8 [22.1-27.4],24.8,22.1,27.4,6160,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,UZB,AGE20-PLUS,MLE,24.5 [22.2-26.9],24.5,22.2,26.9,6182,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,VNM,AGE20-PLUS,MLE,18.9 [18.0-19.9],18.9,18,19.9,6204,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,ZWE,AGE20-PLUS,MLE,21.4 [19.7-23.3],21.4,19.7,23.3,6225,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,DZA,AGE20-PLUS,FMLE,23.6 [21.0-26.4],23.6,21,26.4,6246,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,ATG,AGE20-PLUS,FMLE,23.9 [20.6-27.2],23.9,20.6,27.2,6267,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,BEN,AGE20-PLUS,FMLE,20.9 [18.7-23.2],20.9,18.7,23.2,6355,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,BIH,AGE20-PLUS,FMLE,25.0 [22.2-27.8],25,22.2,27.8,6376,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,BRN,AGE20-PLUS,FMLE,22.9 [19.2-26.7],22.9,19.2,26.7,6397,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,BDI,AGE20-PLUS,FMLE,19.1 [15.7-22.6],19.1,15.7,22.6,6418,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,CAN,AGE20-PLUS,FMLE,24.1 [23.3-24.9],24.1,23.3,24.9,6439,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,TCD,AGE20-PLUS,FMLE,19.1 [16.9-21.5],19.1,16.9,21.5,6461,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,COL,AGE20-PLUS,FMLE,23.3 [21.2-25.3],23.3,21.2,25.3,6482,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,COD,AGE20-PLUS,FMLE,19.8 [16.5-22.9],19.8,16.5,22.9,6505,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,CIV,AGE20-PLUS,FMLE,21.2 [19.1-23.4],21.2,19.1,23.4,6526,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,SMR,AGE20-PLUS,FMLE,?,,,,6560,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,1980,EUR,CZE,AGE20-PLUS,FMLE,26.7 [25.3-28.2],26.7,25.3,28.2,6584,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,DMA,AGE20-PLUS,FMLE,24.5 [21.7-27.4],24.5,21.7,27.4,6606,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,ECU,AGE20-PLUS,FMLE,24.7 [21.6-27.7],24.7,21.6,27.7,6627,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,GHA,AGE20-PLUS,FMLE,20.9 [18.8-22.9],20.9,18.8,22.9,6716,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,GTM,AGE20-PLUS,FMLE,22.9 [20.5-25.2],22.9,20.5,25.2,6739,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,GUY,AGE20-PLUS,FMLE,23.3 [19.9-26.7],23.3,19.9,26.7,6759,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,HUN,AGE20-PLUS,FMLE,25.1 [23.8-26.4],25.1,23.8,26.4,6780,
NCD_BMI_MEAN,PUBLISHED,1980,SEAR,IDN,AGE20-PLUS,FMLE,20.1 [18.2-22.1],20.1,18.2,22.1,6802,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,IRL,AGE20-PLUS,FMLE,24.7 [22.5-26.8],24.7,22.5,26.8,6823,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,JAM,AGE20-PLUS,FMLE,24.2 [22.0-26.5],24.2,22,26.5,6844,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,KAZ,AGE20-PLUS,FMLE,25.3 [22.7-28.1],25.3,22.7,28.1,6865,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,KWT,AGE20-PLUS,FMLE,28.1 [25.8-30.4],28.1,25.8,30.4,6885,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,LVA,AGE20-PLUS,FMLE,25.6 [23.1-28.1],25.6,23.1,28.1,6907,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,MLT,AGE20-PLUS,FMLE,25.9 [24.1-27.6],25.9,24.1,27.6,6998,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,MUS,AGE20-PLUS,FMLE,23.2 [21.7-24.6],23.2,21.7,24.6,7018,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,MDA,AGE20-PLUS,FMLE,27.0 [23.9-29.9],27,23.9,29.9,7040,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,MAR,AGE20-PLUS,FMLE,23.4 [21.4-25.4],23.4,21.4,25.4,7060,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,NAM,AGE20-PLUS,FMLE,23.1 [21.0-25.3],23.1,21,25.3,7081,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,NLD,AGE20-PLUS,FMLE,24.0 [22.4-25.7],24,22.4,25.7,7104,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,NER,AGE20-PLUS,FMLE,19.9 [18.0-21.9],19.9,18,21.9,7124,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,NOR,AGE20-PLUS,FMLE,23.7 [22.0-25.3],23.7,22,25.3,7144,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,PLW,AGE20-PLUS,FMLE,26.2 [22.5-30.2],26.2,22.5,30.2,7166,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,LCA,AGE20-PLUS,FMLE,23.7 [21.1-26.3],23.7,21.1,26.3,7256,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,STP,AGE20-PLUS,FMLE,21.4 [18.7-24.2],21.4,18.7,24.2,7279,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,SRB,AGE20-PLUS,FMLE,26.1 [24.4-27.8],26.1,24.4,27.8,7299,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,SGP,AGE20-PLUS,FMLE,23.5 [22.2-24.8],23.5,22.2,24.8,7319,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,SLB,AGE20-PLUS,FMLE,23.7 [20.4-27.0],23.7,20.4,27,7341,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,KOR,AGE20-PLUS,FMLE,21.3 [19.7-23.0],21.3,19.7,23,7362,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,SDN,AGE20-PLUS,FMLE,20.8 [17.5-24.1],20.8,17.5,24.1,7382,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,GNQ,AGE20-PLUS,FMLE,20.1 [16.4-23.7],20.1,16.4,23.7,7462,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,ETH,AGE20-PLUS,FMLE,18.7 [16.3-21.2],18.7,16.3,21.2,7483,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,FRA,AGE20-PLUS,FMLE,24.1 [22.6-25.7],24.1,22.6,25.7,7504,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,DEU,AGE20-PLUS,FMLE,24.7 [23.7-25.6],24.7,23.7,25.6,7526,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,GRD,AGE20-PLUS,FMLE,23.7 [20.5-27.0],23.7,20.5,27,7546,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,GNB,AGE20-PLUS,FMLE,20.4 [17.2-23.7],20.4,17.2,23.7,7568,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,HND,AGE20-PLUS,FMLE,23.0 [20.1-25.9],23,20.1,25.9,7589,
NCD_BMI_MEAN,PUBLISHED,1980,SEAR,IND,AGE20-PLUS,FMLE,20.5 [18.9-22.2],20.5,18.9,22.2,7610,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,IRQ,AGE20-PLUS,FMLE,26.3 [23.6-29.0],26.3,23.6,29,7632,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,ITA,AGE20-PLUS,FMLE,25.2 [24.3-26.1],25.2,24.3,26.1,7654,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,LBR,AGE20-PLUS,FMLE,21.4 [18.6-24.1],21.4,18.6,24.1,7744,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,LUX,AGE20-PLUS,FMLE,24.2 [22.2-26.3],24.2,22.2,26.3,7764,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,MWI,AGE20-PLUS,FMLE,20.6 [18.7-22.5],20.6,18.7,22.5,7786,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,SWE,AGE20-PLUS,FMLE,24.4 [23.0-25.8],24.4,23,25.8,7814,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,TJK,AGE20-PLUS,FMLE,24.3 [21.0-27.5],24.3,21,27.5,7834,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,GMB,AGE20-PLUS,FMLE,20.1 [17.9-22.2],20.1,17.9,22.2,7855,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,UKR,AGE20-PLUS,FMLE,26.4 [23.6-29.2],26.4,23.6,29.2,7925,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,UZB,AGE20-PLUS,FMLE,24.2 [21.6-27.0],24.2,21.6,27,7946,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,VNM,AGE20-PLUS,FMLE,18.5 [17.3-19.7],18.5,17.3,19.7,7966,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,ZWE,AGE20-PLUS,FMLE,25.4 [23.5-27.5],25.4,23.5,27.5,7988,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,MCO,AGE20-PLUS,MLE,?,,,,8188,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,1980,AFR,MLI,AGE20-PLUS,FMLE,19.1 [17.0-21.4],19.1,17,21.4,8254,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,MRT,AGE20-PLUS,FMLE,22.4 [19.8-25.0],22.4,19.8,25,8275,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,FSM,AGE20-PLUS,FMLE,25.7 [22.6-29.0],25.7,22.6,29,8296,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,MNE,AGE20-PLUS,FMLE,26.0 [22.7-29.3],26,22.7,29.3,8317,
NCD_BMI_MEAN,PUBLISHED,1980,SEAR,MMR,AGE20-PLUS,FMLE,19.9 [16.8-22.8],19.9,16.8,22.8,8339,
NCD_BMI_MEAN,PUBLISHED,1980,SEAR,NPL,AGE20-PLUS,FMLE,18.9 [16.5-21.3],18.9,16.5,21.3,8359,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,PRY,AGE20-PLUS,FMLE,23.5 [19.7-27.4],23.5,19.7,27.4,8449,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,POL,AGE20-PLUS,FMLE,25.9 [24.5-27.2],25.9,24.5,27.2,8471,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,ROU,AGE20-PLUS,FMLE,25.4 [23.4-27.4],25.4,23.4,27.4,8492,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,KNA,AGE20-PLUS,FMLE,26.0 [23.0-28.9],26,23,28.9,8513,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,WSM,AGE20-PLUS,FMLE,26.8 [25.0-28.5],26.8,25,28.5,8534,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,SEN,AGE20-PLUS,FMLE,21.2 [19.8-22.7],21.2,19.8,22.7,8556,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,SLE,AGE20-PLUS,FMLE,21.2 [18.4-24.0],21.2,18.4,24,8576,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,SVN,AGE20-PLUS,FMLE,26.4 [23.0-29.7],26.4,23,29.7,8598,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,ZAF,AGE20-PLUS,FMLE,27.0 [25.0-29.3],27,25,29.3,8619,
NCD_BMI_MEAN,PUBLISHED,1980,SEAR,LKA,AGE20-PLUS,FMLE,21.0 [18.3-23.7],21,18.3,23.7,8640,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,TTO,AGE20-PLUS,FMLE,25.9 [23.6-28.2],25.9,23.6,28.2,8728,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,TKM,AGE20-PLUS,FMLE,24.1 [21.2-27.1],24.1,21.2,27.1,8749,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,GBR,AGE20-PLUS,FMLE,24.2 [23.2-25.2],24.2,23.2,25.2,8772,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,URY,AGE20-PLUS,FMLE,23.2 [19.9-26.4],23.2,19.9,26.4,8793,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,VEN,AGE20-PLUS,FMLE,24.7 [22.0-27.3],24.7,22,27.3,8815,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,ZMB,AGE20-PLUS,FMLE,21.4 [19.5-23.3],21.4,19.5,23.3,8836,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,TUV,AGE20-PLUS,MLE,?,,,,9064,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,1980,WPR,TUV,AGE20-PLUS,FMLE,?,,,,9090,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,1980,EUR,FIN,AGE20-PLUS,MLE,25.4 [24.5-26.4],25.4,24.5,26.4,9110,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,HND,AGE20-PLUS,MLE,23.0 [20.6-25.5],23,20.6,25.5,9200,
NCD_BMI_MEAN,PUBLISHED,1980,SEAR,IND,AGE20-PLUS,MLE,21.0 [19.5-22.6],21,19.5,22.6,9221,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,IRQ,AGE20-PLUS,MLE,24.8 [22.8-26.8],24.8,22.8,26.8,9242,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,ITA,AGE20-PLUS,MLE,25.4 [24.7-26.1],25.4,24.7,26.1,9263,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,JOR,AGE20-PLUS,MLE,24.5 [22.8-26.3],24.5,22.8,26.3,9284,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,KIR,AGE20-PLUS,MLE,25.4 [23.0-27.9],25.4,23,27.9,9306,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,LAO,AGE20-PLUS,MLE,19.5 [17.3-21.7],19.5,17.3,21.7,9326,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,LSO,AGE20-PLUS,MLE,20.4 [17.6-23.4],20.4,17.6,23.4,9348,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,LTU,AGE20-PLUS,MLE,26.0 [24.5-27.4],26,24.5,27.4,9369,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,MDG,AGE20-PLUS,MLE,20.6 [18.6-22.6],20.6,18.6,22.6,9390,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,FSM,AGE20-PLUS,MLE,24.4 [22.0-26.8],24.4,22,26.8,9458,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,MNE,AGE20-PLUS,MLE,25.3 [22.8-27.8],25.3,22.8,27.8,9480,
NCD_BMI_MEAN,PUBLISHED,1980,SEAR,MMR,AGE20-PLUS,MLE,19.6 [17.3-21.6],19.6,17.3,21.6,9501,
NCD_BMI_MEAN,PUBLISHED,1980,SEAR,NPL,AGE20-PLUS,MLE,20.9 [18.5-23.2],20.9,18.5,23.2,9523,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,NIC,AGE20-PLUS,MLE,24.0 [21.6-26.4],24,21.6,26.4,9543,
NCD_BMI_MEAN,PUBLISHED,1980,SEAR,PRK,AGE20-PLUS,MLE,21.8 [19.1-24.3],21.8,19.1,24.3,9565,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,PAK,AGE20-PLUS,MLE,21.5 [19.7-23.2],21.5,19.7,23.2,9586,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,PNG,AGE20-PLUS,MLE,21.7 [19.8-23.6],21.7,19.8,23.6,9607,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,PHL,AGE20-PLUS,MLE,21.2 [19.6-22.7],21.2,19.6,22.7,9628,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,QAT,AGE20-PLUS,MLE,25.0 [22.9-27.1],25,22.9,27.1,9649,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,SLE,AGE20-PLUS,MLE,21.3 [19.0-23.5],21.3,19,23.5,9738,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,SVN,AGE20-PLUS,MLE,25.6 [23.0-28.1],25.6,23,28.1,9759,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,ZAF,AGE20-PLUS,MLE,23.1 [21.0-25.3],23.1,21,25.3,9781,
NCD_BMI_MEAN,PUBLISHED,1980,SEAR,LKA,AGE20-PLUS,MLE,20.3 [18.5-22.1],20.3,18.5,22.1,9803,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,SWZ,AGE20-PLUS,MLE,21.4 [18.6-24.3],21.4,18.6,24.3,9825,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,SYR,AGE20-PLUS,MLE,24.2 [22.3-26.0],24.2,22.3,26,9846,
NCD_BMI_MEAN,PUBLISHED,1980,SEAR,THA,AGE20-PLUS,MLE,20.2 [18.8-21.6],20.2,18.8,21.6,9867,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,TON,AGE20-PLUS,MLE,26.3 [23.8-28.6],26.3,23.8,28.6,9889,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,TUR,AGE20-PLUS,MLE,23.5 [21.7-25.4],23.5,21.7,25.4,9909,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,ZMB,AGE20-PLUS,MLE,19.6 [17.5-21.8],19.6,17.5,21.8,9997,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,ALB,AGE20-PLUS,FMLE,25.2 [22.3-27.9],25.2,22.3,27.9,10018,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,AGO,AGE20-PLUS,FMLE,20.1 [16.4-23.7],20.1,16.4,23.7,10039,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,ARM,AGE20-PLUS,FMLE,25.9 [22.9-28.8],25.9,22.9,28.8,10061,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,AZE,AGE20-PLUS,FMLE,26.2 [23.2-29.3],26.2,23.2,29.3,10082,
NCD_BMI_MEAN,PUBLISHED,1980,SEAR,BGD,AGE20-PLUS,FMLE,18.6 [16.3-21.1],18.6,16.3,21.1,10105,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,BEL,AGE20-PLUS,FMLE,25.0 [24.0-25.9],25,24,25.9,10126,
NCD_BMI_MEAN,PUBLISHED,1980,SEAR,BTN,AGE20-PLUS,FMLE,20.3 [17.1-23.6],20.3,17.1,23.6,10148,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,BWA,AGE20-PLUS,FMLE,23.4 [20.4-26.4],23.4,20.4,26.4,10169,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,BGR,AGE20-PLUS,FMLE,25.6 [22.9-28.3],25.6,22.9,28.3,10190,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,COG,AGE20-PLUS,FMLE,19.9 [18.2-21.6],19.9,18.2,21.6,10278,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,CRI,AGE20-PLUS,FMLE,23.3 [20.4-26.2],23.3,20.4,26.2,10298,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,CUB,AGE20-PLUS,FMLE,23.6 [22.2-25.0],23.6,22.2,25,10320,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,DNK,AGE20-PLUS,FMLE,23.4 [21.9-24.9],23.4,21.9,24.9,10341,
NCD_BMI_MEAN,PUBLISHED,1980,AMR,DOM,AGE20-PLUS,FMLE,22.5 [20.6-24.4],22.5,20.6,24.4,10362,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,EGY,AGE20-PLUS,FMLE,25.5 [23.6-27.5],25.5,23.6,27.5,10383,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,ERI,AGE20-PLUS,FMLE,18.6 [16.3-20.9],18.6,16.3,20.9,10405,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,FJI,AGE20-PLUS,FMLE,23.5 [20.5-26.6],23.5,20.5,26.6,10427,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,GAB,AGE20-PLUS,FMLE,22.0 [19.1-24.8],22,19.1,24.8,10448,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,ISL,AGE20-PLUS,FMLE,24.1 [22.6-25.6],24.1,22.6,25.6,10537,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,IRN,AGE20-PLUS,FMLE,23.5 [21.0-25.8],23.5,21,25.8,10558,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,ISR,AGE20-PLUS,FMLE,24.4 [22.5-26.2],24.4,22.5,26.2,10579,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,JPN,AGE20-PLUS,FMLE,21.3 [20.5-22.1],21.3,20.5,22.1,10600,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,KEN,AGE20-PLUS,FMLE,20.7 [18.9-22.4],20.7,18.9,22.4,10621,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,KGZ,AGE20-PLUS,FMLE,25.2 [22.7-27.7],25.2,22.7,27.7,10643,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,LBN,AGE20-PLUS,FMLE,24.3 [22.0-26.6],24.3,22,26.6,10663,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,LBY,AGE20-PLUS,FMLE,26.8 [24.2-29.4],26.8,24.2,29.4,10685,
NCD_BMI_MEAN,PUBLISHED,1980,EUR,MKD,AGE20-PLUS,FMLE,25.4 [22.7-28.1],25.4,22.7,28.1,10706,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,MYS,AGE20-PLUS,FMLE,22.2 [19.6-24.8],22.2,19.6,24.8,10727,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,MNG,AGE20-PLUS,FMLE,24.3 [21.4-27.2],24.3,21.4,27.2,10796,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,MOZ,AGE20-PLUS,FMLE,20.6 [18.2-22.8],20.6,18.2,22.8,10817,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,NRU,AGE20-PLUS,FMLE,28.2 [24.5-31.9],28.2,24.5,31.9,10838,
NCD_BMI_MEAN,PUBLISHED,1980,WPR,NZL,AGE20-PLUS,FMLE,24.2 [22.5-25.9],24.2,22.5,25.9,10860,
NCD_BMI_MEAN,PUBLISHED,1980,AFR,NGA,AGE20-PLUS,FMLE,21.9 [20.1-23.6],21.9,20.1,23.6,10880,
NCD_BMI_MEAN,PUBLISHED,1980,EMR,OMN,AGE20-PLUS,FMLE,24.9 [22.9-26.9],24.9,22.9,26.9,10902,
