"","ItemName","AreaName","ElementName","Value","CO2RR","CO2SE","note","cal","proteinCO2","protein.cal.CO2","CO2.SE.weighted"
"1268","Aquatic Animals, Others","Brunei Darussalam","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1270","Aquatic Animals, Others","Kazakhstan","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1277","Aquatic Animals, Others","Romania","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1278","Aquatic Animals, Others","United States of America","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1284","Aquatic Animals, Others","Malaysia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1294","Aquatic Animals, Others","Hungary","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1295","Aquatic Animals, Others","Republic of Korea","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1300","Aquatic Animals, Others","Peru","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1305","Aquatic Animals, Others","Latvia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1308","Aquatic Animals, Others","Jamaica","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1309","Aquatic Animals, Others","Namibia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1313","Aquatic Animals, Others","Albania","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1314","Aquatic Animals, Others","Mozambique","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1316","Aquatic Animals, Others","India","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1320","Aquatic Animals, Others","Philippines","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1321","Aquatic Animals, Others","Slovakia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1330","Aquatic Animals, Others","Senegal","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1331","Aquatic Animals, Others","Grenada","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1332","Aquatic Animals, Others","Eastern Europe","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1339","Aquatic Animals, Others","Dominican Republic","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1343","Aquatic Animals, Others","Nicaragua","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1347","Aquatic Animals, Others","Myanmar","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1355","Aquatic Animals, Others","Kiribati","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1360","Aquatic Animals, Others","Botswana","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1364","Aquatic Animals, Others","Turkey","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1369","Aquatic Animals, Others","Least Developed Countries","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1372","Aquatic Animals, Others","French Polynesia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1374","Aquatic Animals, Others","United Republic of Tanzania","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1376","Aquatic Animals, Others","Indonesia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1384","Aquatic Animals, Others","Ecuador","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1387","Aquatic Animals, Others","Gabon","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1392","Aquatic Animals, Others","Uruguay","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1393","Aquatic Animals, Others","Russian Federation","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1398","Aquatic Animals, Others","Canada","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1400","Aquatic Animals, Others","Ireland","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1401","Aquatic Animals, Others","Central Asia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1410","Aquatic Animals, Others","Malta","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1417","Aquatic Animals, Others","Honduras","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1418","Aquatic Animals, Others","Angola","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1419","Aquatic Animals, Others","Australia & New Zealand","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1422","Aquatic Animals, Others","Madagascar","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1423","Aquatic Animals, Others","Norway","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1424","Aquatic Animals, Others","Solomon Islands","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1435","Aquatic Animals, Others","Czech Republic","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1436","Aquatic Animals, Others","Western Europe","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1457","Aquatic Animals, Others","New Zealand","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1467","Aquatic Animals, Others","China, Taiwan Province of","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1479","Aquatic Animals, Others","Cambodia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1492","Aquatic Animals, Others","Small Island Developing States","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1493","Aquatic Animals, Others","Republic of Moldova","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1497","Aquatic Animals, Others","Vanuatu","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1499","Aquatic Animals, Others","Djibouti","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1501","Aquatic Animals, Others","Eastern Africa","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1508","Aquatic Animals, Others","Bahamas","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1510","Aquatic Animals, Others","The former Yugoslav Republic of Macedonia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1513","Aquatic Animals, Others","Sweden","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1519","Aquatic Animals, Others","Americas","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1525","Aquatic Animals, Others","Maldives","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1527","Aquatic Animals, Others","Azerbaijan","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1533","Aquatic Animals, Others","South Africa","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1542","Aquatic Animals, Others","Georgia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1545","Aquatic Animals, Others","Iraq","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1554","Aquatic Animals, Others","Côte d'Ivoire","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1561","Aquatic Animals, Others","China","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1583","Aquatic Animals, Others","Iran (Islamic Republic of)","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1584","Aquatic Animals, Others","Iceland","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1586","Aquatic Animals, Others","Poland","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1609","Aquatic Animals, Others","Northern Europe","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1612","Aquatic Animals, Others","Croatia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1621","Aquatic Animals, Others","Netherlands","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1622","Aquatic Animals, Others","China, Hong Kong SAR","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1627","Aquatic Animals, Others","France","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1632","Aquatic Animals, Others","Benin","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1635","Aquatic Animals, Others","Cyprus","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1638","Aquatic Animals, Others","Viet Nam","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1642","Aquatic Animals, Others","Egypt","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1644","Aquatic Animals, Others","Turkmenistan","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1646","Aquatic Animals, Others","Saudi Arabia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1651","Aquatic Animals, Others","Western Africa","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1652","Aquatic Animals, Others","Mexico","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1653","Aquatic Animals, Others","Democratic People's Republic of Korea","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1654","Aquatic Animals, Others","United Kingdom","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1655","Aquatic Animals, Others","Slovenia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1663","Aquatic Animals, Others","Lithuania","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1667","Aquatic Animals, Others","Sri Lanka","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1670","Aquatic Animals, Others","Kenya","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1674","Aquatic Animals, Others","Mauritius","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1682","Aquatic Animals, Others","Western Asia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1684","Aquatic Animals, Others","Panama","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1691","Aquatic Animals, Others","Italy","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1696","Aquatic Animals, Others","Argentina","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1699","Aquatic Animals, Others","Serbia and Montenegro","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1706","Aquatic Animals, Others","Denmark","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1707","Aquatic Animals, Others","Bulgaria","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1709","Aquatic Animals, Others","Germany","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1715","Aquatic Animals, Others","World","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1716","Aquatic Animals, Others","Cabo Verde","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1717","Aquatic Animals, Others","Timor-Leste","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1718","Aquatic Animals, Others","Land Locked Developing Countries","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1735","Aquatic Animals, Others","Polynesia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1740","Aquatic Animals, Others","Finland","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1741","Aquatic Animals, Others","Southern Africa","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1749","Aquatic Animals, Others","Fiji","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1757","Aquatic Animals, Others","Northern America","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1763","Aquatic Animals, Others","South-Eastern Asia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1768","Aquatic Animals, Others","Cuba","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1769","Aquatic Animals, Others","Melanesia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1772","Aquatic Animals, Others","Oceania","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1785","Aquatic Animals, Others","Mauritania","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1802","Aquatic Animals, Others","Yemen","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1808","Aquatic Animals, Others","Northern Africa","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1812","Aquatic Animals, Others","Micronesia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1819","Aquatic Plants","French Polynesia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1821","Aquatic Plants","India","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1830","Aquatic Plants","Least Developed Countries","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1831","Aquatic Plants","Russian Federation","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1836","Aquatic Plants","Central America","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1837","Aquatic Plants","Eastern Asia","Protein supply quantity (g/capita/day)",1,1,NA,"",4.25,1,4.25,NA
"1854","Aquatic Plants","Bangladesh","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1855","Aquatic Plants","Guatemala","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1867","Aquatic Plants","Armenia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1870","Aquatic Plants","The former Yugoslav Republic of Macedonia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1874","Aquatic Plants","Grenada","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1883","Aquatic Plants","South Africa","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1887","Aquatic Plants","Land Locked Developing Countries","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1892","Aquatic Plants","Fiji","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1895","Aquatic Plants","Uzbekistan","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1901","Aquatic Plants","Cambodia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1905","Aquatic Plants","Honduras","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1919","Aquatic Plants","Southern Asia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1927","Aquatic Plants","Finland","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1935","Aquatic Plants","Ghana","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1938","Aquatic Plants","Middle Africa","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1942","Aquatic Plants","Angola","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1946","Aquatic Plants","Bosnia and Herzegovina","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1951","Aquatic Plants","Europe","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1954","Aquatic Plants","Kuwait","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1974","Aquatic Plants","Eastern Europe","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1977","Aquatic Plants","Samoa","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"1991","Aquatic Plants","Tunisia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"2008","Aquatic Plants","United Kingdom","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"2010","Aquatic Plants","Pakistan","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"2011","Aquatic Plants","China","Protein supply quantity (g/capita/day)",1,1,NA,"",4.25,1,4.25,NA
"2012","Aquatic Plants","Senegal","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"2016","Aquatic Plants","Chile","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"2023","Aquatic Plants","Venezuela (Bolivarian Republic of)","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"2026","Aquatic Plants","World","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"2034","Aquatic Plants","Tajikistan","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"2035","Aquatic Plants","Lebanon","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"2036","Aquatic Plants","Syrian Arab Republic","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"2037","Aquatic Plants","Kazakhstan","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"2041","Aquatic Plants","Croatia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"2043","Aquatic Plants","Sudan (former)","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"2044","Aquatic Plants","Barbados","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
"2045","Aquatic Plants","Latvia","Protein supply quantity (g/capita/day)",0,1,NA,"",0,0,0,NA
