"","AreaName","ElementName","ItemName","Value"
"1986","Paraguay","Food supply (kcal/capita/day)","Aquatic Plants",0
"1988","Indonesia","Food supply (kcal/capita/day)","Aquatic Plants",0
"1992","Swaziland","Food supply (kcal/capita/day)","Aquatic Plants",0
"1996","Democratic People's Republic of Korea","Food supply (kcal/capita/day)","Aquatic Plants",0
"2006","Northern Europe","Food supply (kcal/capita/day)","Aquatic Plants",0
"2014","Nicaragua","Food supply (kcal/capita/day)","Aquatic Plants",0
"2017","Bangladesh","Food supply (kcal/capita/day)","Aquatic Plants",0
"2025","Guinea","Food supply (kcal/capita/day)","Aquatic Plants",0
"2029","Eastern Asia","Food supply (kcal/capita/day)","Aquatic Plants",8
"2031","Bahamas","Food supply (kcal/capita/day)","Aquatic Plants",0
"2033","Solomon Islands","Food supply (kcal/capita/day)","Aquatic Plants",0
"2039","Trinidad and Tobago","Food supply (kcal/capita/day)","Aquatic Plants",0
"2040","Uruguay","Food supply (kcal/capita/day)","Aquatic Plants",0
"2042","Poland","Food supply (kcal/capita/day)","Aquatic Plants",0
"2054","New Caledonia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2062","China, mainland","Food supply (kcal/capita/day)","Aquatic Plants",9
"2063","Malta","Food supply (kcal/capita/day)","Aquatic Plants",0
"2064","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)","Aquatic Plants",0
"2066","Haiti","Food supply (kcal/capita/day)","Aquatic Plants",0
"2067","Barbados","Food supply (kcal/capita/day)","Aquatic Plants",0
"2079","China, Macao SAR","Food supply (kcal/capita/day)","Aquatic Plants",0
"2080","Sudan (former)","Food supply (kcal/capita/day)","Aquatic Plants",0
"2091","Southern Europe","Food supply (kcal/capita/day)","Aquatic Plants",0
"2104","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","Aquatic Plants",0
"2112","Pakistan","Food supply (kcal/capita/day)","Aquatic Plants",0
"2119","Tajikistan","Food supply (kcal/capita/day)","Aquatic Plants",0
"2123","Estonia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2124","Slovakia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2127","Morocco","Food supply (kcal/capita/day)","Aquatic Plants",0
"2132","Antigua and Barbuda","Food supply (kcal/capita/day)","Aquatic Plants",0
"2134","Bulgaria","Food supply (kcal/capita/day)","Aquatic Plants",0
"2145","Micronesia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2149","Russian Federation","Food supply (kcal/capita/day)","Aquatic Plants",0
"2159","Kyrgyzstan","Food supply (kcal/capita/day)","Aquatic Plants",0
"2163","Burkina Faso","Food supply (kcal/capita/day)","Aquatic Plants",0
"2165","Southern Africa","Food supply (kcal/capita/day)","Aquatic Plants",0
"2167","United Republic of Tanzania","Food supply (kcal/capita/day)","Aquatic Plants",0
"2175","Tunisia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2177","Hungary","Food supply (kcal/capita/day)","Aquatic Plants",0
"2181","Asia","Food supply (kcal/capita/day)","Aquatic Plants",3
"2184","France","Food supply (kcal/capita/day)","Aquatic Plants",0
"2194","Melanesia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2195","Mozambique","Food supply (kcal/capita/day)","Aquatic Plants",0
"2196","Lebanon","Food supply (kcal/capita/day)","Aquatic Plants",0
"2197","South Africa","Food supply (kcal/capita/day)","Aquatic Plants",0
"2200","Slovenia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2207","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Aquatic Plants",0
"2213","Chile","Food supply (kcal/capita/day)","Aquatic Plants",0
"2218","Cameroon","Food supply (kcal/capita/day)","Aquatic Plants",0
"2225","Czech Republic","Food supply (kcal/capita/day)","Aquatic Plants",0
"2229","Ethiopia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2231","Norway","Food supply (kcal/capita/day)","Aquatic Plants",0
"2233","Western Europe","Food supply (kcal/capita/day)","Aquatic Plants",0
"2240","Saudi Arabia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2245","United Kingdom","Food supply (kcal/capita/day)","Aquatic Plants",0
"2249","Ghana","Food supply (kcal/capita/day)","Aquatic Plants",0
"2252","Sweden","Food supply (kcal/capita/day)","Aquatic Plants",0
"2256","Belize","Food supply (kcal/capita/day)","Aquatic Plants",0
"2266","Saint Kitts and Nevis","Food supply (kcal/capita/day)","Aquatic Plants",0
"2269","Kenya","Food supply (kcal/capita/day)","Aquatic Plants",0
"2270","United States of America","Food supply (kcal/capita/day)","Aquatic Plants",0
"2273","Djibouti","Food supply (kcal/capita/day)","Aquatic Plants",0
"2278","Albania","Food supply (kcal/capita/day)","Aquatic Plants",0
"2282","Central America","Food supply (kcal/capita/day)","Aquatic Plants",0
"2284","Panama","Food supply (kcal/capita/day)","Aquatic Plants",0
"2292","Timor-Leste","Food supply (kcal/capita/day)","Aquatic Plants",0
"2299","Finland","Food supply (kcal/capita/day)","Aquatic Plants",0
"2300","Europe","Food supply (kcal/capita/day)","Aquatic Plants",0
"2304","Ecuador","Food supply (kcal/capita/day)","Aquatic Plants",0
"2305","Austria","Food supply (kcal/capita/day)","Aquatic Plants",0
"2317","Africa","Food supply (kcal/capita/day)","Aquatic Plants",0
"2326","Uzbekistan","Food supply (kcal/capita/day)","Aquatic Plants",0
"2333","Serbia and Montenegro","Food supply (kcal/capita/day)","Aquatic Plants",0
"2336","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","Aquatic Plants",0
"2337","Australia & New Zealand","Food supply (kcal/capita/day)","Aquatic Plants",0
"2338","Honduras","Food supply (kcal/capita/day)","Aquatic Plants",0
"2349","Serbia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2352","Dominican Republic","Food supply (kcal/capita/day)","Aquatic Plants",0
"2354","Peru","Food supply (kcal/capita/day)","Aquatic Plants",0
"2360","Nepal","Food supply (kcal/capita/day)","Aquatic Plants",0
"2367","Sierra Leone","Food supply (kcal/capita/day)","Aquatic Plants",0
"2376","Lesotho","Food supply (kcal/capita/day)","Aquatic Plants",0
"2382","Brunei Darussalam","Food supply (kcal/capita/day)","Aquatic Plants",0
"2383","Thailand","Food supply (kcal/capita/day)","Aquatic Plants",0
"2388","Côte d'Ivoire","Food supply (kcal/capita/day)","Aquatic Plants",0
"2391","European Union","Food supply (kcal/capita/day)","Aquatic Plants",0
"2392","New Zealand","Food supply (kcal/capita/day)","Aquatic Plants",0
"2394","Georgia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2402","Eastern Europe","Food supply (kcal/capita/day)","Aquatic Plants",0
"2413","Mongolia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2414","Brazil","Food supply (kcal/capita/day)","Aquatic Plants",0
"2418","Northern Africa","Food supply (kcal/capita/day)","Aquatic Plants",0
"2420","Portugal","Food supply (kcal/capita/day)","Aquatic Plants",0
"2423","Samoa","Food supply (kcal/capita/day)","Aquatic Plants",0
"2424","Syrian Arab Republic","Food supply (kcal/capita/day)","Aquatic Plants",0
"2428","Cyprus","Food supply (kcal/capita/day)","Aquatic Plants",0
"2431","Western Africa","Food supply (kcal/capita/day)","Aquatic Plants",0
"2433","Italy","Food supply (kcal/capita/day)","Aquatic Plants",0
"2435","Sri Lanka","Food supply (kcal/capita/day)","Aquatic Plants",0
"2437","Iceland","Food supply (kcal/capita/day)","Aquatic Plants",0
"2446","Malaysia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2450","South America","Food supply (kcal/capita/day)","Aquatic Plants",0
"2451","Zimbabwe","Food supply (kcal/capita/day)","Aquatic Plants",0
"2453","South-Eastern Asia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2460","Americas","Food supply (kcal/capita/day)","Aquatic Plants",0
"2462","Greece","Food supply (kcal/capita/day)","Aquatic Plants",0
"2467","China","Food supply (kcal/capita/day)","Aquatic Plants",8
"2469","Latvia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2474","Polynesia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2477","Nigeria","Food supply (kcal/capita/day)","Aquatic Plants",0
"2490","Saint Vincent and the Grenadines","Food supply (kcal/capita/day)","Aquatic Plants",0
"2491","Costa Rica","Food supply (kcal/capita/day)","Aquatic Plants",0
"2501","French Polynesia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2504","Senegal","Food supply (kcal/capita/day)","Aquatic Plants",0
"2505","Oceania","Food supply (kcal/capita/day)","Aquatic Plants",0
"2509","Middle Africa","Food supply (kcal/capita/day)","Aquatic Plants",0
"2512","Kiribati","Food supply (kcal/capita/day)","Aquatic Plants",0
"2514","Republic of Moldova","Food supply (kcal/capita/day)","Aquatic Plants",0
"2524","Cabo Verde","Food supply (kcal/capita/day)","Aquatic Plants",0
"2525","Algeria","Food supply (kcal/capita/day)","Aquatic Plants",0
"2526","Viet Nam","Food supply (kcal/capita/day)","Aquatic Plants",0
"2533","Romania","Food supply (kcal/capita/day)","Aquatic Plants",0
"2534","Botswana","Food supply (kcal/capita/day)","Aquatic Plants",0
"2544","Armenia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2547","Malawi","Food supply (kcal/capita/day)","Aquatic Plants",0
"2554","Madagascar","Food supply (kcal/capita/day)","Aquatic Plants",0
"2556","Niger","Food supply (kcal/capita/day)","Aquatic Plants",0
"2568","Suriname","Food supply (kcal/capita/day)","Aquatic Plants",0
"2569","Occupied Palestinian Territory","Food supply (kcal/capita/day)","Aquatic Plants",0
"2570","Ireland","Food supply (kcal/capita/day)","Aquatic Plants",0
"2573","Belgium","Food supply (kcal/capita/day)","Aquatic Plants",0
"2578","Netherlands","Food supply (kcal/capita/day)","Aquatic Plants",0
"2580","Croatia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2583","China, Taiwan Province of","Food supply (kcal/capita/day)","Aquatic Plants",0
"2587","Bosnia and Herzegovina","Food supply (kcal/capita/day)","Aquatic Plants",0
"2596","Jamaica","Food supply (kcal/capita/day)","Aquatic Plants",0
"2599","Luxembourg","Food supply (kcal/capita/day)","Aquatic Plants",0
"2600","Mexico","Food supply (kcal/capita/day)","Aquatic Plants",0
"2603","Lithuania","Food supply (kcal/capita/day)","Aquatic Plants",0
"2618","Zambia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2621","Colombia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2624","United Arab Emirates","Food supply (kcal/capita/day)","Aquatic Plants",0
"2637","Azerbaijan","Food supply (kcal/capita/day)","Aquatic Plants",0
"2640","Dominica","Food supply (kcal/capita/day)","Aquatic Plants",0
"2641","Vanuatu","Food supply (kcal/capita/day)","Aquatic Plants",0
"2642","Mauritius","Food supply (kcal/capita/day)","Aquatic Plants",0
"2649","Cuba","Food supply (kcal/capita/day)","Aquatic Plants",0
"2663","Western Asia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2665","China, Hong Kong SAR","Food supply (kcal/capita/day)","Aquatic Plants",0
"2683","Yemen","Food supply (kcal/capita/day)","Aquatic Plants",0
"2685","Israel","Food supply (kcal/capita/day)","Aquatic Plants",0
"2689","Saint Lucia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2695","Caribbean","Food supply (kcal/capita/day)","Aquatic Plants",0
"2697","El Salvador","Food supply (kcal/capita/day)","Aquatic Plants",0
"2710","Myanmar","Food supply (kcal/capita/day)","Aquatic Plants",0
"2714","Belarus","Food supply (kcal/capita/day)","Aquatic Plants",0
"2717","World","Food supply (kcal/capita/day)","Aquatic Plants",2
"2719","Argentina","Food supply (kcal/capita/day)","Aquatic Plants",0
"2725","Egypt","Food supply (kcal/capita/day)","Aquatic Plants",0
"2728","Gabon","Food supply (kcal/capita/day)","Aquatic Plants",0
"2729","Turkey","Food supply (kcal/capita/day)","Aquatic Plants",0
"2730","Kuwait","Food supply (kcal/capita/day)","Aquatic Plants",0
"2731","Libya","Food supply (kcal/capita/day)","Aquatic Plants",0
"2735","Germany","Food supply (kcal/capita/day)","Aquatic Plants",0
"2743","Maldives","Food supply (kcal/capita/day)","Aquatic Plants",0
"2754","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Aquatic Plants",0
"2767","Namibia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2768","Small Island Developing States","Food supply (kcal/capita/day)","Aquatic Plants",0
"2771","Republic of Korea","Food supply (kcal/capita/day)","Aquatic Plants",18
"2778","Central Asia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2788","Least Developed Countries","Food supply (kcal/capita/day)","Aquatic Plants",0
"2789","Canada","Food supply (kcal/capita/day)","Aquatic Plants",0
"2794","Northern America","Food supply (kcal/capita/day)","Aquatic Plants",0
"2796","Southern Asia","Food supply (kcal/capita/day)","Aquatic Plants",0
"2807","Antigua and Barbuda","Food supply (kcal/capita/day)","Bananas",6
"2816","Jordan","Food supply (kcal/capita/day)","Bananas",21
"2818","Suriname","Food supply (kcal/capita/day)","Bananas",42
"2828","Indonesia","Food supply (kcal/capita/day)","Bananas",39
"2831","Panama","Food supply (kcal/capita/day)","Bananas",11
"2842","Portugal","Food supply (kcal/capita/day)","Bananas",21
"2846","Ghana","Food supply (kcal/capita/day)","Bananas",3
"2851","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","Bananas",16
"2852","Malaysia","Food supply (kcal/capita/day)","Bananas",15
"2854","Burkina Faso","Food supply (kcal/capita/day)","Bananas",0
"2859","Occupied Palestinian Territory","Food supply (kcal/capita/day)","Bananas",5
"2872","Melanesia","Food supply (kcal/capita/day)","Bananas",14
"2873","Senegal","Food supply (kcal/capita/day)","Bananas",5
"2878","Djibouti","Food supply (kcal/capita/day)","Bananas",7
"2880","Oceania","Food supply (kcal/capita/day)","Bananas",16
"2885","China, mainland","Food supply (kcal/capita/day)","Bananas",11
"2889","Dominican Republic","Food supply (kcal/capita/day)","Bananas",78
"2892","Iceland","Food supply (kcal/capita/day)","Bananas",30
"2903","Pakistan","Food supply (kcal/capita/day)","Bananas",0
"2905","United States of America","Food supply (kcal/capita/day)","Bananas",18
"2906","Chad","Food supply (kcal/capita/day)","Bananas",0
"2909","Australia","Food supply (kcal/capita/day)","Bananas",13
"2911","Benin","Food supply (kcal/capita/day)","Bananas",3
"2914","Niger","Food supply (kcal/capita/day)","Bananas",0
"2922","Timor-Leste","Food supply (kcal/capita/day)","Bananas",1
"2928","Philippines","Food supply (kcal/capita/day)","Bananas",96
"2929","Jamaica","Food supply (kcal/capita/day)","Bananas",32
