,Row,Study,Data_Type,Location,Method,Portion_of_plant,Year.of.study,Crop,Elevated_CO2_Target_ppm,Elevated_CO2_Achieved_ppm,Ambient_CO2_ppm,FACE_ring_diameter_m,code,Level1,Level2,Level3,WateringRegime,Pptn,Irrign,TotH2O,NapplicnQ,Napplicn,TOS,Cultivar,potsfield,nightFACE,Zn,Fe,N,P,K,S,B,Ca,Mg,Mn,Cu,Yield,CorrYield,protein,CO2treatment,LocYrCrL1L2L3WNTC,LocYrCrL1L2WNTC,LocYrCrL1WNTC,LocYrCrWNTC
45,558,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2001,soybean,550,548.6,370,20,45,3,13,14,Dry,NA,0,NA,Low,0,26/05/1997,Spencer,check,,38.3,71.7,6.18,0.591,2.03,3020,48.1,0.262,0.238,33.8,11.5,NA,NA,NA,aCO2,Champaign__Illinois 2001 soybean 3 13 14 Dry Low 26/05/1997 Spencer,Champaign__Illinois 2001 soybean 3 13 Dry Low 26/05/1997 Spencer,Champaign__Illinois 2001 soybean 3 Dry Low 26/05/1997 Spencer,Champaign__Illinois 2001 soybean Dry Low 26/05/1997 Spencer
46,559,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2001,soybean,550,548.6,370,20,46,3,14,18,Dry,NA,0,NA,Low,0,26/05/1997,Spencer,check,,37.5,69.1,6.33,0.5,1.97,2860,46.6,0.246,0.227,38.7,10.6,NA,NA,NA,eCO2,Champaign__Illinois 2001 soybean 3 14 18 Dry Low 26/05/1997 Spencer,Champaign__Illinois 2001 soybean 3 14 Dry Low 26/05/1997 Spencer,Champaign__Illinois 2001 soybean 3 Dry Low 26/05/1997 Spencer,Champaign__Illinois 2001 soybean Dry Low 26/05/1997 Spencer
47,560,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2001,soybean,550,548.6,370,20,47,4,15,11,Dry,NA,0,NA,Low,0,26/05/1997,Spencer,check,,34.2,69.3,6.49,0.534,1.99,2840,43.1,0.253,0.222,31.4,10.7,NA,NA,NA,eCO2,Champaign__Illinois 2001 soybean 4 15 11 Dry Low 26/05/1997 Spencer,Champaign__Illinois 2001 soybean 4 15 Dry Low 26/05/1997 Spencer,Champaign__Illinois 2001 soybean 4 Dry Low 26/05/1997 Spencer,Champaign__Illinois 2001 soybean Dry Low 26/05/1997 Spencer
48,561,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2001,soybean,550,548.6,370,20,48,4,16,25,Dry,NA,0,NA,Low,0,26/05/1997,Spencer,check,,40.4,79.7,6.68,0.649,1.99,3140,58.6,0.266,0.242,30.1,10.5,NA,NA,NA,aCO2,Champaign__Illinois 2001 soybean 4 16 25 Dry Low 26/05/1997 Spencer,Champaign__Illinois 2001 soybean 4 16 Dry Low 26/05/1997 Spencer,Champaign__Illinois 2001 soybean 4 Dry Low 26/05/1997 Spencer,Champaign__Illinois 2001 soybean Dry Low 26/05/1997 Spencer
49,562,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2001,soybean,550,548.6,370,20,49,1,2,9,Dry,NA,0,NA,Low,0,26/05/1997,Williams,check,,41.3,80,6.55,0.638,1.95,3280,86.5,0.245,0.242,29,11.9,NA,NA,NA,aCO2,Champaign__Illinois 2001 soybean 1 2 9 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 1 2 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 1 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean Dry Low 26/05/1997 Williams
50,563,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2001,soybean,550,548.6,370,20,50,1,3,7,Dry,NA,0,NA,Low,0,26/05/1997,Williams,check,,40.6,76.6,6.47,0.574,1.91,3120,50.4,0.267,0.231,30.2,12.8,NA,NA,NA,eCO2,Champaign__Illinois 2001 soybean 1 3 7 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 1 3 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 1 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean Dry Low 26/05/1997 Williams
51,564,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2001,soybean,550,548.6,370,20,51,2,4,12,Dry,NA,0,NA,Low,0,26/05/1997,Williams,check,,50.4,79.7,6.29,0.622,2.04,3350,77.9,0.274,0.249,29.2,15.4,NA,NA,NA,aCO2,Champaign__Illinois 2001 soybean 2 4 12 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 2 4 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 2 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean Dry Low 26/05/1997 Williams
52,565,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2001,soybean,550,548.6,370,20,52,2,5,6,Dry,NA,0,NA,Low,0,26/05/1997,Williams,check,,38.4,77.1,6.37,0.643,2.03,3170,59.5,0.262,0.231,25.4,12.8,NA,NA,NA,eCO2,Champaign__Illinois 2001 soybean 2 5 6 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 2 5 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 2 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean Dry Low 26/05/1997 Williams
53,566,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2001,soybean,550,548.6,370,20,53,3,13,17,Dry,NA,0,NA,Low,0,26/05/1997,Williams,check,,38.4,71.5,6.34,0.587,1.99,3110,56.6,0.247,0.219,29.3,12.1,NA,NA,NA,aCO2,Champaign__Illinois 2001 soybean 3 13 17 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 3 13 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 3 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean Dry Low 26/05/1997 Williams
54,567,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2001,soybean,550,548.6,370,20,54,3,14,3,Dry,NA,0,NA,Low,0,26/05/1997,Williams,check,,40.1,67.9,6.47,0.58,2.02,2980,56,0.252,0.217,32.8,13.1,NA,NA,NA,eCO2,Champaign__Illinois 2001 soybean 3 14 3 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 3 14 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 3 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean Dry Low 26/05/1997 Williams
55,568,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2001,soybean,550,548.6,370,20,55,4,15,22,Dry,NA,0,NA,Low,0,26/05/1997,Williams,check,,37.4,71.2,6.13,0.503,1.92,2760,51.3,0.292,0.225,34.6,12.2,NA,NA,NA,eCO2,Champaign__Illinois 2001 soybean 4 15 22 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 4 15 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 4 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean Dry Low 26/05/1997 Williams
56,569,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2001,soybean,550,548.6,370,20,56,4,16,6,Dry,NA,0,NA,Low,0,26/05/1997,Williams,check,,36.3,72.7,6.35,0.594,1.93,3110,50,0.279,0.227,27.9,11.2,NA,NA,NA,aCO2,Champaign__Illinois 2001 soybean 4 16 6 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 4 16 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean 4 Dry Low 26/05/1997 Williams,Champaign__Illinois 2001 soybean Dry Low 26/05/1997 Williams
57,570,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,57,1,17,13,Dry,363.1,0,363.1,Low,0,31/05/1998,Clark,check,,39.6,72.6,6.71,0.601,2.04,3120,45.4,0.291,0.224,28,12.6,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 1 17 13 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 1 17 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 1 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Clark
58,571,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,58,1,20,14,Dry,363.1,0,363.1,Low,0,31/05/1998,Clark,check,,38,71.7,6.84,0.596,2.02,2980,42.4,0.261,0.205,24.5,12.5,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 1 20 14 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 1 20 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 1 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Clark
59,572,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,59,2,21,3,Dry,363.1,0,363.1,Low,0,31/05/1998,Clark,check,,37.6,75.5,6.62,0.582,2.09,3120,44.1,0.282,0.237,28.5,13.1,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 2 21 3 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 2 21 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 2 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Clark
60,573,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,60,2,24,19,Dry,363.1,0,363.1,Low,0,31/05/1998,Clark,check,,42.2,73.9,6.66,0.623,2.05,3040,42.5,0.29,0.228,24.2,14.7,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 2 24 19 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 2 24 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 2 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Clark
61,574,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,61,3,25,5,Dry,363.1,0,363.1,Low,0,31/05/1998,Clark,check,,39.6,79.3,6.93,0.558,2,3080,44.8,0.271,0.237,29.4,13.6,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 3 25 5 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 3 25 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 3 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Clark
62,575,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,62,3,28,14,Dry,363.1,0,363.1,Low,0,31/05/1998,Clark,check,,43,74.6,6.81,0.64,2.05,3120,39.5,0.314,0.228,26.2,15,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 3 28 14 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 3 28 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 3 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Clark
63,576,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,63,4,29,18,Dry,363.1,0,363.1,Low,0,31/05/1998,Clark,check,,35.9,73.5,6.4,0.579,2.03,3040,44,0.288,0.221,35.4,11.2,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 4 29 18 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 4 29 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 4 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Clark
64,577,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,64,4,32,15,Dry,363.1,0,363.1,Low,0,31/05/1998,Clark,check,,43.7,72.4,6.48,0.604,2.02,3140,47.4,0.314,0.223,26.2,14.5,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 4 32 15 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 4 32 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 4 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Clark
65,578,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,65,1,17,14,Dry,363.1,0,363.1,Low,0,31/05/1998,Dwight,check,,41,74.4,6.42,0.615,1.95,3090,43.2,0.397,0.246,30.2,14.2,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 1 17 14 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 1 17 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 1 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Dwight
66,579,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,66,1,20,13,Dry,363.1,0,363.1,Low,0,31/05/1998,Dwight,check,,38.9,67.3,6.27,0.596,1.95,3000,45.1,0.342,0.239,27.4,14.4,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 1 20 13 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 1 20 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 1 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Dwight
67,580,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,67,2,21,4,Dry,363.1,0,363.1,Low,0,31/05/1998,Dwight,check,,39.9,72.7,6.25,0.597,1.95,2910,43.2,0.316,0.23,33.8,12.8,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 2 21 4 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 2 21 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 2 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Dwight
68,581,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,68,2,24,18,Dry,363.1,0,363.1,Low,0,31/05/1998,Dwight,check,,43.8,72.5,6.42,0.62,1.89,3050,45.6,0.383,0.244,27.1,14.8,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 2 24 18 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 2 24 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 2 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Dwight
69,582,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,69,3,25,4,Dry,363.1,0,363.1,Low,0,31/05/1998,Dwight,check,,37.9,68.9,6.62,0.546,1.86,3060,42.7,0.332,0.247,33.3,13.2,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 3 25 4 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 3 25 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 3 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Dwight
70,583,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,70,3,28,15,Dry,363.1,0,363.1,Low,0,31/05/1998,Dwight,check,,40.7,68.5,6.32,0.644,2.01,3050,44.6,0.36,0.238,28.7,14.8,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 3 28 15 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 3 28 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 3 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Dwight
71,584,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,71,4,29,20,Dry,363.1,0,363.1,Low,0,31/05/1998,Dwight,check,,35.8,72.1,6.24,0.619,1.98,3050,42.5,0.325,0.239,34.7,12.6,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 4 29 20 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 4 29 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 4 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Dwight
72,585,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,72,4,32,14,Dry,363.1,0,363.1,Low,0,31/05/1998,Dwight,check,,45.3,73.4,5.74,0.627,1.89,2940,45.3,0.43,0.242,29.9,30.4,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 4 32 14 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 4 32 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 4 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Dwight
73,586,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,73,1,17,3,Dry,363.1,0,363.1,Low,0,31/05/1998,Flyer,check,,36,72.4,6.77,0.583,1.96,3350,41.3,0.265,0.214,25,12.5,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 1 17 3 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 1 17 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 1 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Flyer
74,587,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,74,1,20,5,Dry,363.1,0,363.1,Low,0,31/05/1998,Flyer,check,,33.8,64.8,6.64,0.55,1.9,3250,41,0.26,0.198,22.1,11.3,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 1 20 5 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 1 20 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 1 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Flyer
75,588,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,75,2,21,6,Dry,363.1,0,363.1,Low,0,31/05/1998,Flyer,check,,36.5,76.6,6.64,0.56,1.9,3310,41.2,0.251,0.204,26.8,12.5,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 2 21 6 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 2 21 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 2 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Flyer
76,589,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,76,2,24,10,Dry,363.1,0,363.1,Low,0,31/05/1998,Flyer,check,,37.1,72.1,6.83,0.595,1.98,3360,38.3,0.26,0.21,23.4,13.1,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 2 24 10 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 2 24 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 2 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Flyer
77,590,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,77,3,25,7,Dry,363.1,0,363.1,Low,0,31/05/1998,Flyer,check,,34.3,74.9,6.92,0.465,1.89,3140,37.9,0.257,0.196,28.6,11.3,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 3 25 7 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 3 25 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 3 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Flyer
78,591,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,78,3,28,17,Dry,363.1,0,363.1,Low,0,31/05/1998,Flyer,check,,36.3,63.7,6.67,0.617,2,3340,38.1,0.242,0.206,21.5,12.7,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 3 28 17 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 3 28 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 3 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Flyer
79,592,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,79,4,29,12,Dry,363.1,0,363.1,Low,0,31/05/1998,Flyer,check,,30.8,69.1,6.64,0.573,1.91,3200,39.9,0.258,0.199,25.3,9.3,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 4 29 12 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 4 29 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 4 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Flyer
80,593,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,80,4,32,20,Dry,363.1,0,363.1,Low,0,31/05/1998,Flyer,check,,37.8,66,6.85,0.605,1.93,3370,42.5,0.273,0.199,24.7,12.9,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 4 32 20 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 4 32 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 4 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Flyer
81,594,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,81,1,17,15,Dry,363.1,0,363.1,Low,0,31/05/1998,Loda,check,,39.7,88.2,6.54,0.622,1.97,3250,37.6,0.314,0.247,27.3,14,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 1 17 15 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 1 17 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 1 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Loda
82,595,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,82,1,20,15,Dry,363.1,0,363.1,Low,0,31/05/1998,Loda,check,,38.6,74.3,6.22,0.611,1.94,2990,36.2,0.284,0.235,24,14.1,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 1 20 15 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 1 20 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 1 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Loda
83,596,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,83,2,21,5,Dry,363.1,0,363.1,Low,0,31/05/1998,Loda,check,,37.3,74.2,6.17,0.57,1.95,3040,37,0.269,0.234,29.2,13.5,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 2 21 5 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 2 21 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 2 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Loda
84,597,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,84,2,24,20,Dry,363.1,0,363.1,Low,0,31/05/1998,Loda,check,,41.2,77.4,6.25,0.647,1.99,3130,35.8,0.272,0.243,23.7,15.2,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 2 24 20 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 2 24 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 2 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Loda
85,598,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,85,3,25,3,Dry,363.1,0,363.1,Low,0,31/05/1998,Loda,check,,41.6,83,6.33,0.537,1.88,3160,38.6,0.289,0.236,31.3,14,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 3 25 3 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 3 25 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 3 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Loda
86,599,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,86,3,28,16,Dry,363.1,0,363.1,Low,0,31/05/1998,Loda,check,,39.7,75.6,6.14,0.632,1.98,3040,36.7,0.28,0.237,23.7,15.3,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 3 28 16 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 3 28 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 3 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Loda
87,600,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,87,4,29,19,Dry,363.1,0,363.1,Low,0,31/05/1998,Loda,check,,36.9,78.7,6.26,0.634,1.98,3090,36.2,0.277,0.238,31.9,12.7,NA,NA,NA,eCO2,Champaign__Illinois 2002 soybean 4 29 19 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 4 29 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 4 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Loda
88,601,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2002,soybean,550,551.8,370,20,88,4,32,16,Dry,363.1,0,363.1,Low,0,31/05/1998,Loda,check,,42.3,80.1,6.18,0.631,1.87,3110,37.5,0.309,0.232,26,14.3,NA,NA,NA,aCO2,Champaign__Illinois 2002 soybean 4 32 16 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 4 32 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 4 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Loda
